paper_forum,paper_id,title,decision,review_id,reviewer_id,summary,strengths,weaknesses,questions
OJd3ayDDoF,OJd3ayDDoF,OpenHands: An Open Platform for AI Software Developers as Generalist Agents,Accept (Poster),EPvRALCQYE,ICLR.cc/2025/Conference/Submission7566/Reviewer_nJqs,"This paper describes OpenHands, fka OpenDevin, a platform to develop LLM agents which can take meaningful actions using computers, such as browsing, coding, and interacting with a command line.

Section 2 describes the architecture of the platform, detailing the state and event streams, actions and observations, and an extensible library of tools. Agent delegation is also mentioned.

Section 3 mentions some notable agents implemented using their platform.

Section 4 presents results of many evaluatory benchmarks, showing the OpenHands has a broad and general level of competence across domains including coding and browsing.","OpenHands is an excellent and significant LLM-agent platform, seeing use e.g. as one of the reference agents in OpenAI's MLE-bench https://arxiv.org/abs/2410.07095 , and there is value in having this scaffold's architecture explained and benchmark performance reported in a peer-reviewed form.


- General competence across three different domains (SWE, browsing, and 'misc') is significant

- Solve rate of 26% on SWE-bench is competitive, as are many of the results suggested by the tables (though, see below, I have questions around like-for-like comparison)

- The paper provides a great many benchmark results

- OpenHands has many useful features, such as the API server being inside the docker container, the ability to delegate subtasks to other agents, and an extensible library of tools","The paper is an announcement of a software platform, more than it is a description of a contribution to a research area. Normally I'd expect a paper to look like a research question, with some motivation, experimental design, and results. This paper shows little, if any, scientific exploration, instead the paper gives a high-level overview of the architecture with little motivation, and then uncritically showcases performance on a broad range of existing benchmarks. I'm unsure whether this kind of project-announcement is a fit for the conference.

Some smaller points:

- Why do the (e.g.) GPQA results not compare like-for-like LLMs? I would want to see whether a CodeActAgent powered by a particular LLM was better or worse than the bare LLM, but the table compares (Llama 3 70b chat, GPT 3.5 turbo 16k, GPT 4) with (gpt-4o-mini-2024-07-18 , gpt-4o-2024-05-13 , claude-3-5-sonnet), so it's unclear how much of the difference is due to the scaffold and what is due to the choice of LLM. This is also true for many results in Tables 4 onwards, perhaps an unfortunate downside of comparing to results from the literature, but this limitation precluding rigorous comparison should at least be acknowledged in the text.

- A large fraction of the paper comprises short summaries of many different benchmarks used to evaluate the codebase. Since these summaries are not original work, I question whether so much of the paper should be dedicated to them. (As a minor point, I'd expect this exposition to be in a setup / methodology / problem-setting section, rather than in the results.) Instead, the authors could focus more on the creative decisions made during the creation of their platform.","L305 - I'm uncertain what is meant by ""we compare OpenHands to open-source reproducible baselines that do not perform manual prompt engineering specifically based on the benchmark content""

It seems surprising that OH CodeActAgent w. GPT-3.5 would get 2% on ToolQA, while ReAct (perhaps the most minimal form of agent scaffolding) would get 36%. Do you have any idea what's behind this performance difference?

Also surprising is that CodeActAgent delegating to BrowsingAgent does very slightly worse than straightforwardly using BA directly. Could you discuss this?"
XnX7xRoroC,XnX7xRoroC,Distilling Reinforcement Learning into Single-Batch Datasets,Reject,1jt35rQDow,ICLR.cc/2025/Conference/Submission7558/Reviewer_duG4,This paper proposes a PPO-inspired dataset distillation technique.,Distillation seems like an interesting technique to reduce the data requirement of reinforcement learning.,"I vote to reject primarily because the motivation for the algorithm and it's empirical evaluation is difficult to follow. I had a difficult time understanding the core takeaways of this paper. 

1. Many of the contributions listed can be combined. For instance, contributions 1, 3, 5 and 6 are essentially saying the same thing: this works propose a new distillation technique and demonstrates its effectiveness empirically. 
2. Contribution 2 doesn't seem like a contribution; it's simply a task that was created to demonstrate the distillation method. I suggest omitting. 
3. ""policy gradient methods such as PPO are more sample-efficient, utilizing the entire experience memory rather than randomly sampling from it as in standard DQN learning."" This sentence is unclear to me; PPO does not use experience replay, as it is an on-policy algorithm. Also, off-policy algorithms are often more sample efficient than on-policy algorithms, so this statement seems misleading.
4. First paragraph section 3.1: This paragraph motivates building off of PPO, but I think that's all that needs to be said: you build off PPO because it is a reasonably sample efficient on-policy algorithm and is often the go-to algorithm for RL applications.
4. It's unclear how the experiments extend cartpole to N dimensions. A figure for N=2 would make be informative. 
4. Table 1 is difficult to parse. What exactly are the core takeaways from this table? Why is it informative to consider different model initializations? the experiments would be easier to understand if hypotheses were stated prior to showing results -- what do we expect to see if the method works, and why?
5. If the method works, it would be useful to understand how it distills the dataset -- which samples are ultimately distilled? Can we glean any insights from it?",See weaknesses.
XnX7xRoroC,XnX7xRoroC,Distilling Reinforcement Learning into Single-Batch Datasets,Reject,2i3Zc2wXRt,ICLR.cc/2025/Conference/Submission7558/Reviewer_ucbK,"The paper presents an approach that distills a reinforcement learning environment into a synthetic dataset while allowing agent trained under supervised setting with limited resource to reach a comparable performance vs the direct RL training.
It also presents an generalized algorithm to control the difficulty of distillation for estimating the feasibility of the full distillation.","Overall the paper is well-written. It provides an clearly-defined algorithm with training graph and pseudocode. 
It provides a simple algorithm based on PPO to distill RL environments into a parameterized distiller.
The performance results from an easy task to complex tasks are on par with direct RL training which demonstrates the generalizability and high distillation performance of the algorithm.","* The experiments do not cover the continuous control problems which are also important part of RL environments. Demonstrating distillation on those tasks can greatly benefits to the community as many robot experiments are under continuous action space.
* If I understand correctly, the final baseline RL agent is determined by the time limit and convergence. But I would image using the same amount of training sample as in the distillation's outer loop for a more fair comparison.
* The cost saving part might be better displayed in a graph. Such as the overall time spend/number of parameter updates vs number of agent trained.","* In fig 1: What's $D_{\\theta}$, same in fig 2.
* Line 197: Why is the gradient destroyed? Isn't the bound non-zero?
* Can you also clarify the instance in sec 4.2, it's the sample generated from the distiller?
* In table 2, why would some experiments did not exceed the random performance while the full distillation did?
* In fig 3, what happens to the sudden increase in (e) subplot?"
XnX7xRoroC,XnX7xRoroC,Distilling Reinforcement Learning into Single-Batch Datasets,Reject,7GlivECrSy,ICLR.cc/2025/Conference/Submission7558/Reviewer_AwMk,"This paper introduces a novel distillation framework for distilling online RL environments to a synthetic dataset, which allows performant agents to be trained with one-step gradient descent. It extends PPO to leverage it to produce synthetic examples. Experiments are conducted on the cart pole environment and its n-dimensional extensions. Moreover, a few atari experiments are also performed to demonstrate its generalizability.","* Work is novel considering it is probably the first to introduce dataset distillation for online RL. However, there is a related work on dataset distillation for offline RL that is missing in related work and I believe should be discussed.(https://arxiv.org/abs/2407.20299)

* Results are promising in both Cartpole and atari experiments

* Framework does not introduce a significant overhead to the wall-time of the PPO.","* One of the main issues of this paper is motivation. Dataset distillation is proposed so that a large dataset can be condensed into a synthetic smaller one however I dont think the same analogy is reasonable for RL. Firstly, when you train a supervised model with large datasets, you would get almost the same accuracy which means that this dataset would have a score equivalence given a model whereas this is not accurate for the RL environments because RL environments are not deterministic. So, RL agents' performance varies across different numbers of runs (Agarwal et al., 2021). All in all, the distilling of a single instance of an environment will only represent the data that has been generated by this specific environment, not the environment itself. I would be very surprised if the policy generated by synthetic examples will generalize to the other instances with different seeds. Lastly, the discussion of runtime and the training of 10-20k agents is problematic due to similar reasons. You should get a unique agent if all are initialized the same however RL agent would be different if the environment is not fixed. I believe the randomness of the agents is due to the randomness of initialization.



* Evaluation setup is vague, in particular in Atari. In table 2(a), you present $\\textit{Average End-Episode Reward Achieved at Convergence}$. Is it the average total reward of the last 100 episodes, and also what does the st dev mean for this table, is it the average over multiple runs? I believe the evaluation setup should be clarified to interpret the given results.


* More runs and different environments(could be more atari games, or continuous control env like mujoco) are needed to demonstrate the effectiveness of the proposed method. No need for full distillation for new experiments, l4 is good enough.


* Paper is a bit hard to parse(especially section 3.1), so writing could be improved. I believe Figure 2 is redundant, does not provide any insights, and is not visually appealing. Algorithm 1 is sufficient to get the concept. Lastly, you could import booktabs package for a more used format by the ICLR papers.




 
References
- Agarwal, Rishabh et al. “Deep Reinforcement Learning at the Edge of the Statistical Precipice.” Neural Information Processing Systems (2021).","Q1) How does the policy induced by the synthetic examples preserve the trust region since the policy is not updated by the PPO loss?

Q2) Could you provide visualizations of the learned synthetic examples for 2D cartpole examples?

Q3) Do you have any insights regarding why lower ks are better even in higher dimensional cartpole settings?"
XnX7xRoroC,XnX7xRoroC,Distilling Reinforcement Learning into Single-Batch Datasets,Reject,Y9UJhtlYCB,ICLR.cc/2025/Conference/Submission7558/Reviewer_P1g3,"This paper proposes a new method / framework generalizing dataset distillation approaches to the reinforcement learning setting. A network distills the ""optimal juice"" from an RL environment. During test time, this distilled network can generate a dataset (input-output pairs) such that a supervised learning model trained on this dataset will get optimal rewards. Intuitively, I can think of the distilled network as trying to memorize the state-action stationary distribution of the optimal policy of an environment.","1) I think this paper is tackling a novel problem in a novel way. Its ""freshness"" is definitely a strength.
2) While the results obtained right now are not ground breaking, it does open up avenues for future work.","1) Missing baselines -- As far as I can tell, there are no baselines used in the paper. One fairly obvious (but could be strong) baselines is to train a PPO agent till convergence in the environment and use a diffusion model to learn the state-action distribution of the expert policy. At meta-train time, a newly generated agent can just use the state-actions generated by this model as a training dataset. 

2) Motivation -- The motivation behind why this line of work is important is not clear to me after reading the introduction. Let me elaborate -
    a) Hyper-parameter / architecture tuning - Do you believe that the hyper-parameters tuned using the distilled network will be robust when training on a new environment without distillation. It do not know, nor is there any evidence provided in the paper, that hyper-parameters / architectures that work well using distilled network will work well when training in a new RL environment from scratch.

3) Data anonymity -- I think readers might appreciate of when this is a compelling reason in the RL setting.",See Weaknesses section for points / questions to address.
l2zFn6TIQi,l2zFn6TIQi,Controlling Language and Diffusion Models by Transporting Activations,Accept (Spotlight),pnKeqD72XI,ICLR.cc/2025/Conference/Submission7460/Reviewer_Rxai,"The paper introduces Activation Transport (ACT), a framework based on optimal transport theory to steer model activations and control generative model outputs. ACT is designed to modify activations from a source distribution (e.g., toxic language) to a target distribution (e.g., non-toxic language) while preserving the natural activation distributions within the model. The framework applies to both large language models (LLMs) and text-to-image diffusion models (T2Is), supporting tasks like toxicity mitigation, concept induction, style control, and concept negation. ACT outperforms other methods in robustness and interpretability by allowing fine-grained, interpretable control of generative behaviors with minimal computational overhead.","1. ACT is a simple and efficient transport function approach that seems to perform well on the experimental setups for both LLM and T2I without significant impact on performance.
2. The paper is well written with clear and easy to follow formulation and experimental results, The paper demonstrates ACT’s effectiveness in diverse tasks, including toxicity mitigation, concept induction, style control, and concept negation, showing superior or comparable performance to existing methods. The method’s flexibility and consistent results across both LLM and T2I applications underscore its potential as a general-purpose activation steering tool.
3. By basing the intervention on optimal transport theory, ACT provides a clear, interpretable parameter (λ) that adjusts the strength of control. This parameterisation allows for easy tuning and understanding of model adjustments, enhancing its usability for practitioners.","1. ACT currently relies on linear transport maps, which are computationally efficient but may not capture complex, non-linear relationships within activations, especially in large or multimodal generative models. This assumption could limit its effectiveness in applications requiring nuanced adjustments.

2. The quality of ACT’s transport maps depends on the representativeness of the source and target samples. If the samples do not fully capture the intended distribution (e.g., all aspects of toxic vs. non-toxic language), the intervention may be less accurate, impacting model behavior under real-world conditions with unseen data.

3.  Although ACT shows promising results in mitigating toxicity and inducing specific concepts, the paper provides less evidence of its effectiveness across a broader range of behavioral modifications, especially in challenging or ethically sensitive areas like misinformation suppression or bias control.

4. The performance of ACT can be influenced by which model layers are selected for intervention. While the paper provides some guidance, a more systematic approach to identifying optimal layers would improve robustness and reduce the need for manual tuning.","1. A potential future work could be the focus on data selection to estimate the linear transport. This I would argue might produce better improvements than moving to non-linear estimations

2. although you show good evidence of the relatively minor degradation of model performance, more evidence is needed in a more quantifiable way, for example by showing limited impact on downstream tasks"
l2zFn6TIQi,l2zFn6TIQi,Controlling Language and Diffusion Models by Transporting Activations,Accept (Spotlight),brdLnc5AAu,ICLR.cc/2025/Conference/Submission7460/Reviewer_CvQ7,"This paper studies the problem of activation steering for diffusion models and Transformer language models. The key idea is to view activation steering as optimal transport. Under this umbrella, most existing methods are equivalent to mean transport map, which might not be optimal and do not preserve the activation distribution. Instead, the proposed method, Linear-ACT, can avoid out-of-distribution activations after steering. 

Experiments on Transformer language models (Gemma and Llama) show that the proposed method outperform baselines that use constant vectors for activation steering, on tasks including toxicity mitigation, concept inducing, and truthfulness. Experiments on diffusion models (Stable Diffusion models) show the effectiveness of the proposed method for style control and concept negation.","- This paper studies an interesting problem in activation steering -- out-of-distribution activations. Many existing works require a very large coefficient before the steering vector, which can easily lead to OOD activations. The proposed method instead do not need this extrapolation.
- The experiments are extensive, covering a wide range of control tasks for language models and diffusion models. Many of them are important tasks such as truthfulness and style control.
- The paper proposes a unified framework to understand the connection between different activation steering methods.","- One of the exciting applications of activation steering or representation engineering is safety. It would be interesting to see how well the proposed method perform on safety risk mitigation.
- The baselines are mainly vector addition methods. I wonder how the proposed method compare with vector projection methods such as https://arxiv.org/abs/2303.02536",
l2zFn6TIQi,l2zFn6TIQi,Controlling Language and Diffusion Models by Transporting Activations,Accept (Spotlight),J1rsF2RZnJ,ICLR.cc/2025/Conference/Submission7460/Reviewer_WjWp,"This paper proposes Activation Transport (AcT) as a general approach to steer activations in generative models, to map activations from one source distribution to the target distribution, while minimizing limitations of current inference intervention approaches. The authors show that the optimal transport-based framework proposed here generalizes many of the previous activation steering work. More specifically, AcT accounts for difference in the amount of variance for each activation dimension in its map which previous approaches do not. The representation maps are iteratively derived updated layer by layer, starting from the earlier layers to the last layers. AcT is agnostic to the modalities; as shown in the experiments, AcT can steer generation in the text domain, in applications such as toxicity mitigation, concept induction and truthfulness, and in the image generation, in applications such as style control and concept negation.","The proposed approach is grounded, intuitive and is applicable to several modalities and domains in generative modeling.

The paper is well written and easy to follow.

Extensive experiments are conducted to compare AcT to baselines approaches in text and image generation.","Scope is limited to single modality within a model and linear (not non-linear) mapping.

Experiments and results supporting the claim of AcT better preventing representations from being OOD is lacking.",Choice of pooling operation: Can the authors show data to support the choice of average pooling? Some discussion about why average pooling is ideal versus max pooling or last token would be insightful. Ablation disentangling the choice of pooling layers versus other approaches would better differentiate the contribution of AcT and the pooling operations.
l2zFn6TIQi,l2zFn6TIQi,Controlling Language and Diffusion Models by Transporting Activations,Accept (Spotlight),iibyzTz8ss,ICLR.cc/2025/Conference/Submission7460/Reviewer_eCSW,"The paper presents a novel framework called Activation Transport (ACT) for controlling generative models by steering activations using optimal transport theory. It claims to offer fine-grained control over model behavior with minimal computational overhead. ACT is applied to tasks in both large language models (LLMs) and text-to-image diffusion models (T2Is), demonstrating effectiveness in mitigating toxicity, inducing concepts, and providing style control.","1. The use of optimal transport theory to steer activations is a novel idea that generalizes previous activation-steering methods.

2. ACT is shown to be effective across different types of models (LLMs and T2Is), which suggests broad applicability.

3. The method claims to add negligible computational cost, which is crucial for scalability in large models.

4. The paper provides experimental results demonstrating improvements in toxicity mitigation and style control, among other tasks.","1. The paper mentions that Linear-ACT assumes a linear transmission relationship between activations, which is a simplification made for computational and memory considerations. Is it possible for nonlinear mapping to allow more complex activation relationships and finer control?

2. Since the mapping estimate depends entirely on the samples used, its expressive power is limited by the diversity and coverage of the samples. How to improve the generalization ability of the mapping through more extensive data sampling or enhancement techniques.

3. The paper mainly focuses on the control of a single task, such as toxicity mitigation or style control. How to deal with multiple conflicting objectives or constraints simultaneously under a unified framework?

4. Although Linear-ACT has a certain robustness to the parameter λ, other methods such as ITI-C are very sensitive to the choice of model and layer, which may lead to a lot of parameter tuning in different situations.

5. Although the ACT method claims to have low computational overhead, there is a lack of detailed analysis of the specific computational costs and resource requirements of models of different sizes in practical applications.","1. How does ACT perform in scenarios with highly multimodal distributions, where linear transport might be insufficient?

2. Can the authors provide more details on the computational costs associated with the implementation of ACT?

3. How sensitive is the method to the choice of the transport support $Q_o$ or $Q_∞$?

4. Are there any limitations observed in the diversity or creativity of outputs when using ACT for concept induction in LLMs?

5. How does the method handle potential biases introduced during the transport of activations?"
1XxNbecjXe,1XxNbecjXe,Soft Prompts Go Hard: Steering Visual Language Models with Hidden Meta-Instructions,Reject,TmLuEMbJlB,ICLR.cc/2025/Conference/Submission7440/Reviewer_g6PQ,The paper introduced an attack that enables adversaries to add stealthy “meta-instructions” to images that influence how visual language models respond to queries about these images,"1. Figures clearly illustrate the point of the paper. 
2. The writing is easy to follow
3. Articulate the attack model and assumptions
4. Run transferability test","1. L33, "" but injection attacks in non-text modalities are a new, yet-to-be-explored area of LLM safety research"". This type of attack has been widely explore in [1] and [2]
2. L81, ""users are victims of adversarial third-party content that they ask the model to process"". I'm curious whether the images are generated by the users or not. If the user create the line chart shown in Fig. 1 from their local devices, does it mean the attack studied in the paper doesn't exist anymore?
3. Table 4, why is the transfer rate of llava on negative as low as 0.1?
4. I'm curious what will happen if the system prompt of the VLM contradicts with the meta-instruction in the image?
5. Overall, I think the paper is in a good quality. The major downside is the novelty, as we already know from previous work that optimizing the input image towards a certain attack target is feasible for VLM. Thus, it's not a new vulnerability in VLM. Though the author attempts to differentiate their attack setting from previous jailbreaking and soft prompt attacks, the overall attack surfaces and methods remain largely the same. I would like to the see more insights coming from the paper. 


[1] Are aligned neural networks adversarially aligned?
[2] A Survey of Attacks on Large Vision-Language Models: Resources, Advances, and Future Trends",See weakness
1XxNbecjXe,1XxNbecjXe,Soft Prompts Go Hard: Steering Visual Language Models with Hidden Meta-Instructions,Reject,yVAm3LKz0e,ICLR.cc/2025/Conference/Submission7440/Reviewer_j1Tw,"The paper introduces a method to create image inputs to Vision Language Models (VLMs) that lead said model  to respond to any user query appended to the image with a certain ""spin"", e.g. responding with a certain sentiment,  or in a certain language. The authors refer to this  as embedding a ""meta-instruction"" in an image. 

Critically, a meta-instruction attack is only successful  if the models response to the users query (and the  attacked image) responds to the query whilst following  the meta-instruction (e.g., if the meta-instruction was  ""talk in French"" and the model responded in French but  did not answer the users query, then this would not  be a successful attack).

To train these meta-instruction attacks, the authors  perform projected gradient descent on an image  to minimize the language modeling loss of the VLM inputted with this image over a dataset of  synthetic question answer pairs with the answers  following some target natural language meta-instruction.

The results of the paper demonstrate that this  method can be used to learn adversarial images  for various different types of meta-instructions. The authors also demonstrate a non-trivial  transfer of meta-instruction images between models.","## Originality

The question of prompt injection vulnerabilities  to large language models is of significant importance.  The authors demonstrate that models are vulnerable to  similar attacks of this nature through their vision input as are  possible through their text input. What's more, they  show the vulnerability is in some cases worse through  the image input.

Whilst the idea of providing meta-instructions through  image inputs its not entirely novel (see weaknesses section), this paper is the most thorough treatment of the subject that I am aware of, and brings to light new and concerning  ways that a model's output can be tampered with using  images.

## Quality and clarity

The paper is well written the method is conveyed clearly. The results section contains a good depth of experiments, most importantly covering a number of popular  open-source VLMs and target meta-instructions.

## Significance

As VLMs are used more frequently for agentic tasks  that will expose them to untrusted data from the internet, prompt injection / meta-instruction attacks will  become more and more concerning. Thus the paper  concerns a timely and interesting threat model  that the adversarial attack community should be  exploring in more detail.","While the critique is long, this is only because I believe the paper has interesting results that could be improved.

## Presentation of previous work

The authors make a number of claims about prior work that I believe are not completely accurate. Editing the language around these claims would help to improve the paper. Here are some examples that I believe need to be addressed:

- Line 32 - ""But injection attacks in non-text modalities are a new, yet-to-be-explored area of LLM safety research."" I do not think this is entirely true. For example, Bailey et al. [1] explore how train an image to convey a certain text prompt, which they demonstrate can be a prompt injection attack. 
- Line 83 - ""By design, jailbreaking and adversarial examples produce contextually incoherent outputs that do not actually answer users’ questions about images."" I think this depends on how you define an image jailbreak. For example, Dong et al. [2] produce adversarially perturbations to harmful images that lead to a model answering coherently about said image --- in particular the model is able to correctly identify what is in the image. While the authors claim here is correct for other image jailbreaking work, such as Qi et al. [3] who learn images unrelated to the harmful request they are trying to elicit a response about from the model, it is not universally correct. For this reason the claim should be softened.
- Line 84 - ""They [jailbreaking and image adv attacks] are not stealthy and cannot be used for indirect attacks because users would notice that the VLM’s outputs are wrong given the conversation context and inputs."" Bailey et al. [1] and Qi et al. [3] both demonstrate methods to create jailbreaking images under epsilon ball constraints, which is the definition of stealthiness the authors use on line 290. 

## Novelty / originality

Following on from some of the comments above,   I believe there is a question of novelty / originality  of this work.  

In particular, the general algorithm presented to  produce meta-instruction attacks essentially involves  creating a dataset of input output pairs, and training  an image by PGD to maximize the likelihood over this  dataset. This method appears to fit into the ""Behavior Matching"" algorithm from Bailey et al. [1] 

Despite this, I believe the work does contain novel  and important contributions. In particular: 
1. The study of the changes in semantic meaning present in images from various different attacks, with meta-instruction attacks preserving meaning.
2. The transfer experiments in Table 4 are very interesting.
3. This is the most thorough treatment of prompt injection image attacks I have seen.

## Summary

Combining the above two points, I believe the paper needs to be
rewritten to more clearly lay out the novelty of the paper 
and more accurately represent the papers contribution. 
My high level suggestions would be:
1. Make it clear that prior works have examined prompt injecting image attacks, however yours is a more complete treatment of the topic.
2. Make it clear that your method to create such attacks is a special instance of what prior works have introduced. 
3. From this, your novelty comes not from the method but rather the results. E.g. line 88 that reads ""We design, implement, and evaluate a method for creating a new type of image perturbations that act as cross-modal soft prompts for a language model while preserving the visual semantics of the image."" needs to be adjusted.
4. Given that I do not think the method is novel, I would suggest running the following additional experiments:
	1. In Table 4, add transfer results to Claude and GPT-4o. These results should feature in the transferability experiment.
	2. More detailed defense experiments. Appendix C shows fairly simple defenses can work to avoid meta-instruction attacks. [1] finds that training perturbations under different constraints (e.g. a moving patch) ends up being more robust to simple defenses. It would be interesting to see if this result is reproducible in your setting.

To reiterate, I think studying prompt-injection images to models is important, and the authors present valuable results. I thank the authors for their hard work! 


[1] - Bailey, Luke, et al. ""Image hijacks: Adversarial images can control generative models at runtime."" arXiv preprint arXiv:2309.00236 (2023).

[2] - Dong, Yinpeng, et al. ""How Robust is Google's Bard to Adversarial Image Attacks?."" arXiv preprint arXiv:2309.11751 (2023).

[3] - Qi, Xiangyu, et al. ""Visual adversarial examples jailbreak aligned large language models."" Proceedings of the AAAI Conference on Artificial Intelligence. Vol. 38. No. 19. 2024.","I summarize some of my comments on weaknesses of the paper into questions below:

1) Do the authors agree with my comments about their portrayal of previous works, and if so what steps are the authors taking to address this? Concretely, what sections of the paper have been rewritten.
2) Have the authors been able to run the suggested experiments I have mentioned above, and if so what did they find?"
1XxNbecjXe,1XxNbecjXe,Soft Prompts Go Hard: Steering Visual Language Models with Hidden Meta-Instructions,Reject,MNy3HwV1I7,ICLR.cc/2025/Conference/Submission7440/Reviewer_VLtV,"The paper introduces a new type of attack on visual language models. These attacks, termed meta-instruction attacks, involve subtle image perturbations that act as soft prompts to influence how a model interprets images and responds to queries. The idea is to steer the model’s outputs to satisfy adversary-chosen objectives, such as a specific sentiment, style, or political bias, without the user being aware of the manipulation. The authors demonstrate the effectiveness of this approach across various visual language models, showing that these perturbations often outperform explicit instructions and are transferable across models.","1. The concept of embedding hidden meta-instructions within images offers a new approach to prompt injection for multi-modal models, highlighting a potential vulnerability not extensively covered in existing literature.

2. It is interesting to see how the method reveals hidden capabilities of instruction-tuned models. In some cases, the meta-instructions successfully steer the model's outputs in ways that explicit instructions fail to achieve.

3. The study provides an empirical evaluation on a range of meta-objectives (e.g., sentiment, language, and political bias), demonstrating the effectiveness of the attack method.","1. The paper's reliance on just five images from a single dataset, ImageNet, limits the robustness and generalizability of its evaluation. ImageNet, which is primarily focused on object recognition, may not adequately represent the diversity and complexity of images encountered in real-world scenarios. Incorporating evaluations on datasets with more varied and complex scenes, such as MSCOCO, would provide a more comprehensive assessment of performance.

2. The paper simulates user interaction by generating questions to test meta-instructions, but it provides limited clarity on whether these questions adequately cover a broad range of natural user queries. Limited prompt diversity may affect the robustness of the attack if VLMs encounter different prompts in real-world scenarios.

3. Since the meta-instruction is added as noise to the image, the paper does not demonstrate the effectiveness of meta-instructions against recent inference-time defense methods like DISCO[1], DiffPure[2], and IRAD[3]. This could be valuable for understanding its performance in the context of contemporary robustness strategies.

[1] DISCO: Adversarial Defense with Local Implicit Functions.
[2] Diffusion models for adversarial purification.
[3] IRAD: Implicit Representation-driven Image Resampling against Adversarial Attacks.",Please see weaknesses.
1XxNbecjXe,1XxNbecjXe,Soft Prompts Go Hard: Steering Visual Language Models with Hidden Meta-Instructions,Reject,dHR7gQFjNq,ICLR.cc/2025/Conference/Submission7440/Reviewer_YgaV,"This paper proposes a new attack objective in which the output text remains consistent with the input images but adopts an adversary-chosen style, sentiment, or point of view. The adversarial optimization is applied to the input image, ensuring that the modifications are imperceptible to humans. Experiments demonstrate that images containing hidden meta-instructions achieve significantly higher success rates compared to those with explicit instructions. This attack highlights a practical risk, as it enables the dissemination of seemingly coherent but misleading information.","1. The focus on the dissemination of seemingly coherent misinformation is highly practical and addresses a significant real-world concern.

2. The evaluation is thorough, including robustness testing against JPEG compression as a defense (which I suggest moving to the main text, given its practicality in everyday use) and examining the transferability of the attack across different vision-language models (VLMs).","1. A NeurIPS 2024 paper [1] also explores the dissemination of seemingly coherent misinformation in visual language models, but through the lens of data poisoning. While this paper focuses on test-time adversarial attacks, it would be beneficial to discuss the key differences between test-time attacks and training-time poisoning, and in what scenarios each is more practical, given the similarity in objectives between the two papers.

2. The evaluation of image semantics preservation seems suboptimal. In Section 5.3, semantics are defined using cosine similarity between images, but it is unclear why this metric is particularly relevant. A more meaningful evaluation would assess how well the actual text output of the visual language model aligns with the input images, which is the core focus of this paper—consistent outputs with images but in adversary-chosen styles, sentiments, or viewpoints.


Reference:
[1] Xu, Yuancheng, et al. ""Shadowcast: Stealthy data poisoning attacks against vision-language models."", The Thirty-eighth Annual Conference on Neural Information Processing Systems, 2024","1. Could you also provide an evaluation when random resizing or cropping is applied? Since this paper addresses practical concerns, it would be valuable to test your method under common “defenses” encountered in everyday scenarios.

2. Are there any failure cases? For example, are there meta-instructions that are particularly difficult to achieve?

3. Why is it necessary to evaluate cosine similarity as done in Section 5.3? Could you clarify the relevance of this metric?

4. Is there an evaluation that checks whether the generated textual outputs remain consistent with the input images?

Overall, I appreciate the practical focus of this paper. I would be happy to raise my evaluation if these concerns are addressed."
pdf6MbXnAS,pdf6MbXnAS,Disentangling Latent Shifts of In-Context Learning Through Self-Training,Reject,cXrUsxzQ7m,ICLR.cc/2025/Conference/Submission7387/Reviewer_dJby,"This paper introduces Self-Training ICL (STICL), a novel approach that stabilizes in-context learning (ICL) through self-training. Specifically, STICL uses a student model (LoRA adapter) trained to mimic the output of prompted teacher models, achieving a disentanglement of query and few-shot examples that goes beyond the approximations of previous studies. The authors demonstrate the superior performance and out-of-distribution (OOD) generalizability of this adapter, highlighting its effectiveness over prior ICL methodologies.","- Motivation and Clarity: The motivation behind this work is well-explained, with clear distinctions from previous studies. The paper is well-organized and easy to follow, making it accessible to readers.

- Empirical Validation: The paper provides strong empirical evidence supporting the effectiveness of STICL, particularly in OOD settings. This solidifies its contributions and highlights its practical relevance.","- While Table 3 discusses OOD generalizability, it would be beneficial to include a cross-tabulation across datasets to show the performance in-domain. Understanding the performance gap between in-domain and OOD settings is a key factor that could add depth to the findings.

- Comparison with MetaICL: This study’s use of adapters for STICL could be interpreted as an adaptation of MetaICL, making it important to explicitly clarify the differences between the two approaches. Unfortunately, this work does not appear to cite MetaICL, which may cause readers to miss relevant context and comparisons.","1. How were the subsets in Table 4 selected? Additional context on this decision would clarify the setup.

2. How are the LoRA parameters configured? Specifically, what level of low-rank approximation is achievable in this setting?

3. Could you clarify the connection between the claim in line 219 and prior studies? A clearer explanation of why this design is impactful would be helpful.

4. In Section 4, the discussion on the Lipschitz constant and weak-to-strong generalization feels somewhat unclear. Could you elaborate on how this contributes to the proposed approach?"
